Ang,ReL,ReG,FrL,FrG,NL,X_LM,X_LM_2,Y,We,Eo,HU,K_G,T_TB,Flow_label
70.0,24466.45,4732.370333333332,1.9776844257816522,0.16703789669053642,0.06743283026300134,9.536428555201752,90.94346958846738,9396.899099334642,342.06124320142857,87.45605493750001,0.8551726376022105,26.127658585250813,0.009094373194557498,2
15.0,41756.0,771.7573666666667,3.3752420511736956,0.027240625353304723,0.10811927061541336,27.565535547452544,759.8587500178699,8411.876526934084,996.3220205714284,87.45605493750001,0.855670569887059,5.56642699740602,0.02337955335681798,2
-1.0,40000.0,31.466666666666665,3.233300173554647,0.0011106750836551633,0.10408047659412546,131.4158115839339,17270.115534264016,-13911.758220305364,914.2857142857144,87.45605493750001,0.8694450824970629,0.22213501673103267,0.021665491216120596,1
0.0,1967.8347017142858,9344.647279799998,1.2372105954770287,0.121113927814487,0.11156020780144492,23.916428285563708,571.9955419385118,0.0,267.24228362498405,174.58941626031938,0.7057575232650821,5.3726481047297785,0.024891359929403147,2
0.0,3847.5879373672565,438975.24740773946,0.3941368573157295,1.0529356297239885,0.017198325079807893,0.6480121576566944,0.41991975647088453,0.0,235.17889849119464,1513.9246251326697,0.15065864519537178,65.31246860699959,0.0005915647711014985,0
1.0,107000.09599999999,2756447.0513011147,0.9876905417816464,0.8509156706533354,0.028566447105768552,1.5575443109009648,2.4259442804199614,25.941416466050573,1537.193950592,1575.7484072039358,0.2584088786740462,278.34191153292636,0.0016320838004933449,2
-90.0,54685.770000000004,10168.8152,1.517103165961456,0.12318601134914942,0.047149507931636254,10.05015597965882,101.00563521547194,-22717.53884121706,837.6844371128572,363.9571182278999,0.16413002991026712,28.80703492618771,0.00444615219639086,2
1.0,25000.0,12389.999999999998,2.0208126084716542,0.4373283141892205,0.0687253117724039,4.234309949100063,17.92938074504778,33.125098265570855,357.1428571428571,87.45605493750001,0.41117613805250386,69.14767790598351,0.009446336956428233,2
0.0,2623.57767,440521.4282507462,0.06530960312802299,0.49445346607161544,0.003020583973026807,0.2424399381424142,0.05877712360649763,0.0,1.7910902395322996,419.9169234751559,0.08165657985592724,25.32633741353755,1.824785507621282e-05,3
0.0,1548.7804939999999,128362.926830656,0.12224252129410704,4.541029123147659,0.012424741302070325,0.09638968406131207,0.009290971193439558,0.0,1.3491119339678759,90.28246046697598,0.04395896576524951,178.71015123382597,0.00030874839284674436,0
20.0,125388.09,6468.748199999999,3.4785405474378432,0.0783630416629058,0.09897819663815108,31.190815295244324,972.8669587820473,16982.282817703966,4403.970059901429,363.9571182278999,0.8885761461135555,27.748494685759738,0.019593366819481005,2
2.0,62500.0,491.66666666666663,5.052031521179136,0.017354298182111927,0.15472219786125202,49.4220735009535,2442.5413491336503,1780.4338421945977,2232.142857142857,87.45605493750001,0.8267772849322248,4.338574545527981,0.04787791702203285,1
0.0,1272.1348022857144,9010.245888,0.2860966464957997,0.041772689322828745,0.032085306445352894,19.846229721764423,393.8728341690456,0.0,56.278687094144004,687.57238050816,0.6756836740775457,1.4899064592980555,0.002058933779384408,2
80.0,120.93986999999998,103640.79239999998,0.003355137171296425,1.2555145882502847,0.001220353140607765,0.03349569966951558,0.0011219618963503862,370.9612316545337,0.004097045421741427,363.9571182278999,0.46643902718899327,13.80722849468169,2.9785235755824715e-06,0
85.0,484.70247,3752.6241999999997,0.013446709295422514,0.04545965269290101,0.002443083951522115,1.22704456170086,1.5056383563996558,125648.73442181323,0.06580853905437,363.9571182278999,0.9483840283068571,1.0008378697776041,1.1937318388369822e-05,2
-1.0,625.0,4916.666666666666,0.05052031521179136,0.17354298182111927,0.008083250433886618,1.106376093202445,1.224068059609905,-163.47781334871672,0.22321428571428575,87.45605493750001,0.16167629713703455,4.338574545527981,0.0001306778751538564,3
0.0,51000.0,25275.599999999995,1.4148518245977748,0.3061910642703548,0.0443136167571079,4.261123487259364,18.157173373673402,0.0,728.5714285714286,363.9571182278999,0.40177920095927877,69.14767790598351,0.003927393260191666,2
-5.0,660.8632405714285,154007.82389999996,0.4154957744590933,1.996061692666696,0.06465033876925026,1.1622435310797545,1.3508100255367363,-14.083762022189578,30.14054741610038,174.58941626031938,0.20535897383717192,51.313277835886296,0.008359332605957647,0
0.0,3213.0,40119.99999999999,0.08913566494965981,0.4860175623338965,0.003996097998407023,0.2555108712745977,0.06528580533950404,0.0,2.8917,363.9571182278999,0.08448133415800106,27.54909430075708,3.193759842574523e-05,3
0.0,1500.0,491.66666666666663,0.12124875650829925,0.017354298182111927,0.012522517725466698,4.0,16.0,0.0,1.2857142857142858,87.45605493750001,0.3909032988017267,0.6721290784443714,0.00031362690036925524,4
-90.0,234.877,727.5211333333332,0.01898569612159987,0.025679224437263747,0.004955257997926027,1.3012093745337379,1.6931458363744814,-34477.18736103639,0.031524117216571425,87.45605493750001,0.03658052691908506,0.39355202252500676,4.910916365201972e-05,0
85.0,2038.3067999999998,40737.44679999999,0.05654709990333434,0.4934973726182152,0.0050099749120406725,0.31603280630996466,0.09987673466415165,1982.0174026613338,1.163780003060571,363.9571182278999,0.7281614689444394,22.280227523222123,5.0199697238553885e-05,2
0.25,150.0,4916.666666666666,0.012124875650829925,0.17354298182111927,0.003959967805230589,0.5420113783919828,0.2937763343063771,40.8713986462459,0.012857142857142859,87.45605493750001,0.15268825076661072,2.125458769514196,3.136269003692553e-05,2
-10.0,2500.0,49166.666666666664,0.20208126084716543,1.7354298182111927,0.009417001245226384,0.17254602841869413,0.029772131923064802,-29.14908410889137,3.571428571428572,87.45605493750001,0.060247599593763974,86.77149091055963,0.00017735982490519058,0
-90.0,250.06999999999996,32700.553333333333,0.020213784360020262,1.1542274303729916,0.005113012125135231,0.13445336646446907,0.018077707753628814,-345.74803483518434,0.035734288514285714,87.45605493750001,0.034008885110594515,18.25249290161844,5.228578598355977e-05,0
0.0,5101.664849999999,19962.540687761193,0.12699746245579416,0.02240650919945902,0.005318226689673365,6.791312650018758,46.12192751030481,0.0,6.772569409764641,419.9169234751559,0.4848660248931874,1.6004059730814415,5.656707024550824e-05,2
90.0,1140.0794999999998,40487.49919999999,0.031628305112970954,0.490469483204875,0.0037468675627399498,0.23764747751403165,0.056476323568782176,2011.4059783740793,0.364084388325,363.9571182278999,0.7297551634385202,16.56073314965109,2.8078033065425623e-05,2
0.0,23618.9024446,36889.886174698666,1.8641984427184117,1.3050344955900595,0.06383347209449719,1.5054783521490962,2.2664650687895582,0.0,313.75284178151395,90.28246046697598,0.24270321901797717,200.56347587743508,0.008149424319277903,2
1.0,732.9566720000001,1286.1092249600001,0.1648382274497551,0.0059625721381287725,0.02435447521143841,36.620482726023816,1341.0597550870086,19729.49189051087,18.682470041984,687.57238050816,0.8955669028584016,0.16142574434596393,0.0011862809256491357,2
1.0,55.3703009802971,93686.99999999999,0.009996212884780054,1.3067356866348134,0.005373497432827321,0.14022001289762767,0.01966165201701087,5.941980698570345,0.07256938695726302,726.2438392323733,0.057924649989593235,9.723580048957361,5.7748949321203614e-05,3
15.0,21888.842999999997,628.1748879999999,0.6072444991545928,0.007609771380486751,0.02098542259166964,17.279310305636265,298.5745646384676,87737.16642318119,134.20768848141427,363.9571182278999,0.9405040545040964,1.1258564303085978,0.000880775922701917,2
