P,T,DenL,DenG,VisL,VisG,ST,ID,Roughness,Ang,Vsl,Vsg,Flow_label
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,85.0,2.25605,0.971276,2.0
3189.3,61.4,794.0454046,23.1,0.003217863,1.29e-05,0.015,0.0549,0.0,1.03,0.24122496,6.057354325,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.156458,0.04,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.25,0.15,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,3.0,0.025,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,1.04365,0.998175,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,0.0063,0.1,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-5.0,0.0063,0.25,3.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,1.0,0.596031,4.48346,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,1.01901,4.05339,3.0
246.8,28.9,814.0,3.0,0.0019,1.9e-05,0.029,0.0762,0.0,0.0,1.524,4.559808,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,1.59611,0.152068,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,5.0,2.5,0.1,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.25,15.0,0.0
-80.6,-256.0,77.04160247,0.125,1.17e-05,5.07e-07,0.07,0.00874,0.0,1.5,0.190716,0.0908434,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,3.0,3.43518,0.604296,1.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,3.24512,0.930572,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.164971,9.74644,2.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,0.0107431,0.220673,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.4,1.5,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-90.0,1.55568,1.07789,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-5.0,1.6,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,20.0,0.00394188,0.629522,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,1.0,0.25,2.0
2000.0,30.0,702.3,23.4,0.000359,1.77e-05,0.019,0.189,0.0,90.0,0.528807,0.335243,5.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-5.0,0.0292117,0.450681,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.161666,24.6447,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,0.4,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,30.0,0.0288864,0.0788256,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,3.66511,1.55797,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.61115,2.88823,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.00258327,3.94548,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.610893,19.6446,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.01,0.63,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.100904,2.65542,2.0
-80.6,-256.0,77.04160247,0.125,1.17e-05,5.07e-07,0.07,0.00874,0.0,1.5,0.138512,4.98435,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.121757,19.4769,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,1.03155,0.0239045,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,0.1,1.6,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,0.67336,2.57476,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,1.0,0.89895,0.829338,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,1.0,5.51031,0.410279,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,0.0100112,0.392419,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.0098162,0.0240536,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-5.0,0.01,0.016,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,0.020717,23.6014,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-90.0,0.0939862,10.86,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,1.5,0.06,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,0.240088,0.62371,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.101444,0.0241713,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,4.4159,0.969078,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-1.0,0.115391,1.80193,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.5,1.6,0.1,2.0
450.0,54.0,1059.0,8.25,0.001,1.6e-05,0.07,0.0972,0.0,5.0,1.00148,2.71214,2.0
790.0,54.0,1059.0,14.9,0.001,1.6e-05,0.07,0.0972,0.0,5.0,1.46949,3.0313,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,1.0,1.38826,5.82942,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.00231865,3.59882,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.39761,1.53474,3.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,0.0,0.0416426,0.108226,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,0.01,4.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,6.3,0.63,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,3.95631,0.152464,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,0.04,1.6,3.0
1449.1,49.6,802.8508821,10.0,0.003217863,1.29e-05,0.015,0.0549,0.0,90.0,0.067991619,6.234267327,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,0.025,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,0.64411,0.0950798,2.0
1457.6,59.6,797.5900824,9.44,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0052,0.334330288,1.7603404,2.0
3221.9,51.7,791.8786809,23.5,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0,0.314807558,5.847556901,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.0025,1.0,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,1.37139,0.239053,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.116068,0.659684,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.633249,15.51,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.0587547,9.89098,4.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,1.0,0.0749048,3.01692,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.0023291,0.0972694,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.5,0.004,10.0,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,5.0,1.36339,1.9702,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-30.0,2.30759,1.56832,3.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,1.0,2.00429,0.239192,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,0.0,0.157229,1.40559,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-5.0,0.362897,26.8884,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.00398981,0.0385856,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.0024829,0.0243692,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,5.0,2.5,0.16,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.00229143,9.40003,2.0
2000.0,30.0,702.3,23.4,0.000359,1.77e-05,0.019,0.189,0.0,90.0,0.308784,0.85289,2.0
60.2,19.7,887.8959121,1.92,0.005909062,1.9e-05,0.03,0.0501,0.0,1.0,0.0114,25.5,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,1.5703,1.59701,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.605763,0.56854,2.0
3269.1,52.6,790.4925453,24.1,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0,0.115135269,5.876986013,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.991116,0.0149809,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.5,0.0025,0.1,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,0.004,10.0,3.0
3228.9,59.9,795.1330914,23.1,0.003217863,1.29e-05,0.015,0.0549,0.0,90.0,0.264071171,1.581929559,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,9.0,0.197873,9.8653,0.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,6.34229,0.316228,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.0063,16.0,3.0
3158.0,54.9,794.4338959,23.1,0.003217863,1.29e-05,0.015,0.0549,0.0,1.03,0.167559182,3.042494859,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-30.0,0.156612,0.0150421,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,1.0,1.6,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,1.5,0.25,2.0
9000.0,30.0,700.5,103.0,0.000325,1.93e-05,0.013,0.189,0.0,90.0,0.460299,1.43242,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,0.175751,0.158972,2.0
100.0,20.0,1000.0,1.12,0.001,1.5e-05,0.07,0.0954,0.0,0.0,1.012195122,7.042682927,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-30.0,0.154036,15.4687,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,5.0,1.99394,4.87481,2.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,3.0,2.08552,4.48186,2.0
379.9,26.7,814.0,3.0,0.0019,1.9e-05,0.029,0.0762,0.0,0.0,0.917448,1.213104,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.0294273,27.469,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,0.00395297,0.978865,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,0.04,16.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.5,0.01,0.1,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,1.0,1.0,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,0.0,0.165261,0.573233,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,4.0,0.063,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,0.0968329,6.43025,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,0.00381435,0.3642,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.1,16.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,0.0251485,25.8636,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,0.01,0.6,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,0.0113643,17.0762,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,0.1,0.25,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.00147656,0.0957234,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,2.63368,0.826488,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.0025,0.25,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,0.6,0.1,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.371803,16.3448,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,4.16045,4.1021,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,0.0063,16.0,3.0
1408.2,59.6,806.5911191,10.5,0.003217863,1.29e-05,0.015,0.0549,0.0,1.03,0.341423,0.106326768,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,1.0,1.95359,9.81137,2.0
3162.6,60.7,794.0224848,23.5,0.003217863,1.29e-05,0.015,0.0549,0.0,1.03,0.242711235,0.953043851,2.0
71.5,25.2,883.9977524,2.02,0.004906628,1.9e-05,0.03,0.0501,0.0,0.0,0.0477,23.8,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.604296,0.0894162,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,4.0,0.1,1.0
1454.1,61.0,797.2381853,9.56,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0052,0.233789922,0.99255729,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,70.0,0.0920168,3.91428,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,0.01,2.5,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.1,0.16,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.01,0.04,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.0025,1.0,2.0
2000.0,30.0,702.3,23.4,0.000359,1.77e-05,0.019,0.189,0.0,90.0,0.300774,1.33798,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.16,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-5.0,0.25,0.63,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,4.0,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.157119,0.0162098,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.5,0.6,10.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.004,10.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,0.543537,1.02807,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-1.0,2.1304,1.938,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.1,0.1,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,0.016,1.0,3.0
3203.8,56.2,799.2211448,23.5,0.003217863,1.29e-05,0.015,0.0549,0.0,90.0,0.770975227,0.423309976,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,0.0101572,2.5122,2.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,1.0,1.05249,4.68779,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,0.0102044,15.9634,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,2.14798,5.69179,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.898192,0.68906,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.207266,0.0853459,4.0
259.9,22.8,814.0,3.0,0.0019,1.9e-05,0.029,0.0762,0.0,0.0,1.2192,3.270504,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-10.0,2.5,0.025,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,0.370342,9.58984,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.598654,0.447588,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.411625,0.238776,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.259528,10.3097,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,85.0,2.5183,1.46899,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,0.4,0.1,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,1.52871,0.402416,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,0.004,0.015,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,5.0,0.114537,3.28515,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.156755,15.5559,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-30.0,1.62852,0.615006,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.103663,6.55709,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,9.0,0.484433,0.987778,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,0.120951,5.15453,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,85.0,0.108504,0.420709,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,2.5,6.0,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-9.0,0.196584,0.0977559,4.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.455009,0.944539,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,1.5,0.06,2.0
41.8,22.9,885.6258056,1.69,0.005303288,1.9e-05,0.03,0.0501,0.0,2.0,0.0026,21.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,0.0016,0.016,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.0241917,6.4131,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.0365174,4.15228,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.01,1.6,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.5,1.0,10.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,90.0,0.424432,0.960097,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,0.00244205,2.41456,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,0.0875755,9.8757,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.00254222,0.0392198,5.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,0.118354,0.0860112,2.0
26.3,24.1,884.7760128,1.5,0.005092491,1.9e-05,0.03,0.0501,0.0,0.0,0.0109,5.9,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,6.86933,15.328,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,1.5,0.15,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,1.0,0.025,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,70.0,0.930834,15.1865,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,0.0,3.41568,2.09389,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,0.0638522,25.5332,0.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,0.0,1.13923,2.07179,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.00876494,0.6,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.6,10.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,1.5,40.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,0.00954095,5.91939,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,0.0,5.50998,0.245479,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,5.0,2.05616,0.246941,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,2.86036,6.7317,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.5,4.0,0.4,2.0
100.0,25.0,879.8,1.3,0.483,1.85e-05,0.03,0.0508,0.0,0.0,0.497424427,5.059861141,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.5,0.1,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,0.06,15.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.368215,0.148765,5.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,1.39486,0.243076,2.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,0.0,0.548911,2.20673,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,0.380044,0.0611644,2.0
450.0,54.0,1059.0,8.25,0.001,1.6e-05,0.07,0.0972,0.0,5.0,0.101301,2.59769,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,0.984936,0.0923018,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.237838,0.246075,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,1.6,1.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,85.0,0.397889,0.0959768,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,0.0494171,23.9628,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,90.0,0.010314,0.0389056,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,0.25,10.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,0.4,0.4,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,1.3057,1.91015,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,0.383909,26.9907,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.101815,0.655525,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,0.0603617,6.39779,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.118466,4.93339,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,0.0252335,15.7019,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,1.6,0.25,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,1.0,1.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,4.0,0.04,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,20.0,0.100451,10.0359,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,5.0,0.910968,2.77571,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.106229,16.9996,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,4.0,0.4,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,5.0,0.880708,1.84038,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,0.119331,17.7279,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,2.5,10.0,2.0
