Author,P,T,Type of liquid,Type of Gas,DenL,DenG,VisL,VisG,ST,ID,Roughness,Ang,L/D,Vsl,Vsg,Flow_label
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,0.041,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,0.042,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.01,0.042,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.038,0.043,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.015,0.043,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.095,0.043,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.024,0.043,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.059,0.043,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.099,0.067,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.059,0.068,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.01,0.1,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,0.101,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,0.101,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.06,0.102,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.095,0.103,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.059,0.16,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.093,0.16,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.059,0.256,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.097,0.257,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.01,0.258,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,0.259,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,0.26,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,0.412,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.01,0.414,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,0.417,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.06,0.419,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,0.654,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.01,0.658,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.061,0.659,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,0.675,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,0.992,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.01,1.015,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.062,1.016,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.015,1.027,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,1.028,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.024,1.03,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.038,1.033,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,1.601,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.01,1.642,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,1.653,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.039,1.656,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.015,1.679,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.025,1.7,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,2.55,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,2.593,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.01,2.789,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.015,2.825,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,3.923,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,4.011,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.57,0.042,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.387,0.042,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.626,0.043,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.166,0.043,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.992,0.043,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.25,0.043,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.166,0.068,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.97,0.068,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.256,0.068,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.59,0.069,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.166,0.101,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.994,0.101,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.254,0.104,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.592,0.104,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.251,0.158,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.557,0.158,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.166,0.159,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.995,0.166,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.251,0.256,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.164,0.258,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.559,0.264,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.996,0.268,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.251,0.403,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.167,0.417,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.102,0.424,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.986,0.426,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.598,0.428,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.163,0.663,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.255,0.665,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.6,0.672,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.399,0.673,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,2.278,0.674,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.631,0.675,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.999,0.677,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.099,0.661,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.097,1.009,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.252,1.016,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.165,1.023,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.404,1.028,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,2.476,1.04,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.965,1.044,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.583,1.047,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.639,1.051,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.255,1.597,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.404,1.633,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.101,1.635,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,2.479,1.652,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.163,1.655,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.978,1.674,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.566,1.679,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.64,1.702,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.253,2.586,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.395,2.618,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,2.482,2.623,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.163,2.629,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.618,2.651,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.55,2.666,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.991,2.684,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,2.485,4.047,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.634,4.051,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.551,4.074,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.992,4.102,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.4,4.118,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.162,4.174,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.253,4.267,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.535,6.594,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.635,6.621,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.005,6.64,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.401,6.666,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,2.518,6.679,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.168,6.694,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.25,6.711,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,2.52,10.01,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.401,10.088,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.635,10.314,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.006,10.343,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.555,10.573,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.644,15.76,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.983,15.802,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.557,16.155,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.615,25.414,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.692,26.272,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.973,26.329,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.986,38.339,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,1.579,40.35,Intermittent
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.101,2.571,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.096,4.201,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.061,4.312,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.1,6.934,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.064,6.982,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.162,10.627,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.104,10.7,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.062,10.874,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.06,1.614,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.061,2.664,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.042,2.735,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.025,2.779,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.025,4.166,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.01,4.181,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.041,4.301,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.016,4.316,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,6.352,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,6.432,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.04,6.634,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.01,6.641,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.016,6.659,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.025,6.679,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.025,9.725,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,9.799,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.016,9.98,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.04,10.137,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.01,10.145,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,10.212,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,16.322,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.009,16.576,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,16.85,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,24.7,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,26.257,Stratified
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.04,16.253,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.248,16.281,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.155,16.39,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.063,16.456,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.397,16.487,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.1,16.504,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.024,16.675,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.016,16.953,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.245,26.61,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.54,26.742,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.009,26.833,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.388,26.945,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.153,27.047,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.1,27.767,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.041,27.878,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.064,27.957,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.025,28.061,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.015,28.52,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.004,39.991,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.006,41.685,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.676,41.713,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.398,41.977,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.251,42.262,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.153,42.538,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.063,43.126,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.041,43.425,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.009,43.442,Annular
Barnea et al. (1982),1013.25,15,Water,Air,999,1.2257,0.001139,0.000017965,0.0735,0.0255,0,0,0,0.025,43.713,Annular
