Ang,ReL,ReG,FrL,FrG,NL,X_LM,X_LM_2,Y,We,Eo,HU,K_G,T_TB,Flow_label
-10.0,100.0,300.0,0.008085760370427122,0.008576243983467702,0.003234304148170849,1.632993161855452,2.6666666666666665,-22133.355066336866,0.005714285714285714,87.401768125,0.04931000564078857,0.08576243983467702,2.092144664575032e-05,3
70.0,80389.77,38487.517199999995,2.2308809831644814,0.377616113256185,0.06649204601547987,5.446048898634597,29.65944860631911,3151.9513104470416,1810.228325112857,363.731198229,0.7760817250130337,107.0658356104287,0.008842384366649384,2
15.0,53453.61,929.5423199999998,1.4833808086587479,0.009120103958941184,0.04621797341568617,38.626530585691356,1492.0088650873497,90389.05409832844,800.36090253,363.731198229,0.9415722305705144,2.1085713882839325,0.004272202133306146,2
20.0,4933.6227,9749.037599999998,0.13691201081354756,0.09565162822455085,0.005761061620419741,1.5726826370677862,2.473330676934486,12743.796627992246,6.818104466654142,363.731198229,0.8710287197531692,6.718546603339487,6.637966198854667e-05,2
-80.0,101.92750000000001,49151.700000000004,0.008241613401567106,1.4051232380073648,0.003265325981418024,0.07389188394550003,0.005460010513015245,-252.15167322785388,0.005936694432142857,87.401768125,0.02440747760727821,14.18600479721273,2.1324707529847164e-05,3
3.0,121802.46399999998,92576.68893838159,1.1340542446007893,0.015166947592644815,0.03236429723590878,72.67156441339938,5281.156274290855,131937.06678448443,0.7700590306988457,0.598764938170426,0.9502974307254337,5.293296521214923,0.002094895471148506,2
-5.0,459.5753483999626,3245.5257634800005,0.05681401842446197,0.008267035320018941,0.010600763278311739,28.646139424474217,820.601303926416,-318217.4141256423,4.928747419720199,1526.9525696606265,0.13711405323501927,0.17722629386439237,0.00022475236416560535,4
-90.0,39863.5,19522.56,3.223267085265216,0.5581007924729574,0.10379800661515307,5.30699166272709,28.164160508254845,-1307.039728919928,908.0563612857143,87.401768125,0.26708383681750314,111.42954384206384,0.02154805235455872,2
20.0,796.5894,57263.98319999999,0.022105998609653992,0.5618393790688965,0.0031329457027326414,0.1803379335543302,0.032521770278646014,566.6176916095743,0.1777464067765714,363.731198229,0.5504203599810357,15.857307098189164,1.9630697552541845e-05,2
2.0,25000.0,189.0,2.0214400926067806,0.005403033709584652,0.06874665172378683,43.73053439498678,1912.359638471122,7060.82805201665,357.1428571428571,87.401768125,0.8583441712140519,0.8542946398478117,0.009452204246463283,2
9.0,657.7379022857142,143353.676232,0.4135317883409539,1.8570808635935239,0.0644974369186762,1.2373084465212103,1.5309321918327308,28.7854808223442,29.856141632100375,174.58860029800613,0.23100556695194924,47.62744117003621,0.00831983873815723,0
0.0,2.008821030854262,1631.5939689194765,0.030780070432294807,0.024910666897031742,0.08686783091972546,35.21435006760094,1240.0504506835464,0.0,0.7021143183799535,741.0860038465332,0.763024150688869,0.0353066065303105,0.01509204009739602,2
20.0,4917.7005,15652.6956,0.13647015691609093,0.15357473031422741,0.005745141646316901,1.038508000746851,1.0784988676152214,5587.787747837685,6.774167565182141,363.731198229,0.8205812339693681,10.769630400799777,6.601330507248974e-05,2
9.0,459.57534839989694,3245.5257634800005,0.056814018424453855,0.008267035320018941,0.010600763278310983,28.646139424472178,820.6013039262992,571163.4067460004,4.928747419718792,1526.9525696606265,0.971854058383053,0.1772262938643797,0.00022475236416557323,2
0.0,752.1294628571428,348002.10432000004,0.1691504858656765,1.612606729015603,0.024671010617457082,0.594056695892278,0.35290335793445055,0.0,19.672651222399995,687.569167065088,0.14303191526956555,44.22570537588526,0.0012173175297733603,0
1.0,459.5753483999251,3245.5257634800005,0.05681401842445734,0.008267035320018941,0.010600763278311309,28.646139424473052,820.6013039263493,63721.09825076669,4.928747419719396,1526.9525696606265,0.932695915336212,0.17722629386438513,0.00022475236416558703,2
1.0,42.14414316160495,26716.484210526312,0.0067109640815367745,0.39859218496602655,0.004135007403184533,0.3074679603121398,0.09453654661850758,48.24723990202618,0.03261616045233514,724.2074800275652,0.11331187009406397,2.5876014968468413,3.419657244878178e-05,3
5.0,185.8533444,33665.1719508,0.11684937968725066,0.43611680036887956,0.03428476778370457,2.3941613256548027,5.732008453261162,212.5056152494835,2.383793908318384,174.58860029800613,0.4133331964526984,5.9454948524998565,0.0023508906039650937,0
1.0,221524.79999999996,491192.8700935412,2.0448377879843993,0.1518684564955002,0.05497601979981657,14.50958150530202,210.5279554590024,607.8389236033202,6588.780479999998,1575.7499932138269,0.6767311766712515,71.47904733028743,0.0060447255060596455,2
-10.0,88650.75,97919.99999999999,2.460129843862828,0.9607314916651895,0.0725679156838403,2.587588265866404,6.6956130336495026,-110.3929354462712,2201.3880883928573,363.731198229,0.2842443859453226,286.0508441203152,0.010532204773393911,2
2.0,321.3,61199.99999999999,0.008916334253608982,0.6004571822907434,0.001989715437079333,0.10795046740921484,0.011653303413867954,51.36369797861374,0.028916999999999995,363.731198229,0.05937756707055275,10.76310077815619,7.917935041103602e-06,3
80.0,19834.155,61882.991999999984,0.5504138052221907,0.6071582844451081,0.01925183709845203,1.0342200629299048,1.0696111385667362,1421.029270953067,110.19431500392857,363.731198229,0.6896071144068701,85.50839929805919,0.0007412664633306675,2
80.0,12879.947999999999,604.902636,0.35742894969530814,0.005934936803477177,0.013199074318575811,13.674458027445695,186.990802344374,528511.8873995004,46.46864439291428,363.731198229,0.9709527669957122,0.6735551384945687,0.000348431125734575,5
-9.0,656.698236,1449.8446482,0.41287813122781636,0.01878206978799947,0.06444644219138493,32.66301275527223,1066.8724022510762,-20091.71610677256,29.76183083917838,174.58860029800613,0.3743137330895795,0.4813116510997272,0.00830668782225504,4
-70.0,2048.0019,97764.552,0.056833705236309616,0.959206330422171,0.005023434966362881,0.17937797357906357,0.032176457405331226,-599.0905640842241,1.1748772499729998,363.731198229,0.035620231129337064,43.4087433869869,5.0469797722554484e-05,3
-80.0,13692.887999999999,37813.337999999996,0.37998869064809027,0.37100147693607016,0.013922412593793157,1.1582998974602328,1.3416586524563858,-3408.273980246064,52.519658762057134,363.731198229,0.07253600753269743,43.413336696110456,0.0003876671448636206,3
0.0,54.653393968682586,5363.047174588621,0.837424185570492,0.08188132848255075,0.4531029841925111,133.08870091181305,17712.602310394028,0.0,519.7082492490157,741.0860038465332,0.9003334551674281,0.6053317432029689,0.4106046285683179,2
-2.0,10130.05041804,418884.21405,0.10151561354358069,0.5662263284437492,0.003868077220598061,0.26985876671343323,0.07282375397209517,-84.93211900646453,14.24173658221825,1381.9656906856794,0.07237389588076427,56.989633338207746,2.9924042769019246e-05,3
-90.0,33295.452,967.0517999999998,0.9239756587519257,0.009488124165967182,0.03037826130411522,24.89129153850664,619.5763944549323,-335690.4918840775,310.5286061300571,363.731198229,0.12265037488607794,1.7313019450288065,0.0018456775197222086,2
5.0,104583.81549599998,60524.9060625,1.0447372204685983,0.10960180284408755,0.030288141160635464,8.991727417227242,80.85116194571609,3840.6703881979624,1517.9892602892269,1390.7675983985996,0.7948751113827799,35.44458851896374,0.0018347429899331607,2
30.0,3850.8875999999996,511.3853639999999,0.10686523814092151,0.005017402201505984,0.004662515927322104,5.253582639314408,27.600130548105746,317402.60601140547,4.153875436367998,363.731198229,0.9643754968053916,0.3113575041807972,4.347810954506461e-05,2
0.0,5575.609756097555,27676.353348268287,0.44007307489849257,4.541029123098568,0.018196850139417763,0.11926546752619414,0.01422425174424167,0.0,17.484490524347716,90.28246046697598,0.0509020855764331,339.0786706534011,0.0006622507099928564,0
30.0,52697.79,337.92253199999993,1.4624061937954962,0.0033154903823083915,0.04563651816008561,63.25768787953022,4001.5350758640648,480332.1230136002,777.8871347014285,363.731198229,0.9699253348694833,0.7611039461656643,0.004165383579551648,2
-50.0,25204.500000000004,193.28730000000004,2.037975472564304,0.005525596812352389,0.06924141533511363,43.55403667612278,1896.954110785048,-151547.55108603483,363.00961157142854,87.401768125,0.23210763438475635,0.8772396151189851,0.009588747195219419,2
50.0,108871.73999999999,232.423524,3.021278632468133,0.002280398273188317,0.08722589556648458,145.78565189361896,21253.456298047447,1069947.979530493,3320.1836892514275,363.731198229,0.9782737936552881,0.7524337813087846,0.015216713714750548,2
0.0,93.27613319999999,2598.41470356,0.05864440233363574,0.03366126595771358,0.024288533237769073,15.577755400801724,242.66646332720728,0.0,0.6004391650504538,174.58860029800613,0.6346677366455268,0.3250990588124933,0.001179865693684426,2
