Author,P,T,Type of liquid,Type of Gas,DenL,DenG,VisL,VisG,ST,ID,Roughness,Ang,L/D,Vsl,Vsg,Flow_label
"1985_Piu-Yan, Liu_LD_HL  _a1",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.044817073170732,0.814024390243903,3
"1985_Piu-Yan, Liu_LD_HL  _a2",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.060975609756098,0.814024390243903,5
"1985_Piu-Yan, Liu_LD_HL  _a3",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.088109756097561,0.814024390243903,5
"1985_Piu-Yan, Liu_LD_HL  _a4",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.060975609756098,1.10365853658537,5
"1985_Piu-Yan, Liu_LD_HL  _a5",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.121951219512195,1.10365853658537,5
"1985_Piu-Yan, Liu_LD_HL  _a6",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.219512195121951,1.10365853658537,5
"1985_Piu-Yan, Liu_LD_HL  _a7",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.036585365853659,2.09146341463415,3
"1985_Piu-Yan, Liu_LD_HL  _a8",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.045731707317073,2.09146341463415,5
"1985_Piu-Yan, Liu_LD_HL  _a9",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.060975609756098,2.09146341463415,5
"1985_Piu-Yan, Liu_LD_HL  _a10",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.121951219512195,2.09146341463415,5
"1985_Piu-Yan, Liu_LD_HL  _a11",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.219512195121951,2.09146341463415,5
"1985_Piu-Yan, Liu_LD_HL  _a12",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.036585365853659,3.03353658536585,3
"1985_Piu-Yan, Liu_LD_HL  _a13",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.045731707317073,3.03353658536585,5
"1985_Piu-Yan, Liu_LD_HL  _a14",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.060975609756098,3.03353658536585,5
"1985_Piu-Yan, Liu_LD_HL  _a15",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.121951219512195,3.10975609756098,5
"1985_Piu-Yan, Liu_LD_HL  _a16",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.219512195121951,3.10975609756098,5
"1985_Piu-Yan, Liu_LD_HL  _a17",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.341463414634146,3.14024390243902,5
"1985_Piu-Yan, Liu_LD_HL  _a18",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.609756097560976,3.29268292682927,5
"1985_Piu-Yan, Liu_LD_HL  _a19",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.030487804878049,4.45121951219512,3
"1985_Piu-Yan, Liu_LD_HL  _a20",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.121951219512195,4.48170731707317,5
"1985_Piu-Yan, Liu_LD_HL  _a21",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.036585365853659,6.76829268292683,3
"1985_Piu-Yan, Liu_LD_HL  _a22",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.060975609756098,6.76829268292683,5
"1985_Piu-Yan, Liu_LD_HL  _a23",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.076219512195122,6.76829268292683,5
"1985_Piu-Yan, Liu_LD_HL  _a24",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.121951219512195,6.85975609756098,5
"1985_Piu-Yan, Liu_LD_HL  _a25",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.219512195121951,6.98170731707317,5
"1985_Piu-Yan, Liu_LD_HL  _a26",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.341463414634146,7.10365853658537,5
"1985_Piu-Yan, Liu_LD_HL  _a27",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.609756097560976,7.46951219512195,5
"1985_Piu-Yan, Liu_LD_HL  _a28",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.929878048780488,8.01829268292683,5
"1985_Piu-Yan, Liu_LD_HL  _a29",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.045731707317073,9.69512195121951,5
"1985_Piu-Yan, Liu_LD_HL  _a30",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.219512195121951,10.1219512195122,5
"1985_Piu-Yan, Liu_LD_HL  _a31",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.341463414634146,10.8536585365854,5
"1985_Piu-Yan, Liu_LD_HL  _a32",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.609756097560976,11.4329268292683,5
"1985_Piu-Yan, Liu_LD_HL  _a33",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.929878048780488,12.2865853658537,5
"1985_Piu-Yan, Liu_LD_HL  _a34",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.045731707317073,17.0121951219512,3
"1985_Piu-Yan, Liu_LD_HL  _a35",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.076219512195122,16.7987804878049,5
"1985_Piu-Yan, Liu_LD_HL  _a36",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.121951219512195,17.469512195122,5
"1985_Piu-Yan, Liu_LD_HL  _a37",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.219512195121951,17.7134146341463,5
"1985_Piu-Yan, Liu_LD_HL  _a38",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.341463414634146,18.5975609756098,5
"1985_Piu-Yan, Liu_LD_HL  _a39",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.609756097560976,19.4512195121951,5
"1985_Piu-Yan, Liu_LD_HL  _a40",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.929878048780488,19.4512195121951,5
"1985_Piu-Yan, Liu_LD_HL  _a41",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.030487804878049,35.9756097560976,4
"1985_Piu-Yan, Liu_LD_HL  _a42",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.060975609756098,35.9756097560976,4
"1985_Piu-Yan, Liu_LD_HL  _a43",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.121951219512195,35.9756097560976,4
"1985_Piu-Yan, Liu_LD_HL  _a44",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.219512195121951,35.9756097560976,4
"1985_Piu-Yan, Liu_LD_HL  _a45",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.341463414634146,32.6219512195122,4
"1985_Piu-Yan, Liu_LD_HL  _a46",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.457317073170732,32.6219512195122,5
"1985_Piu-Yan, Liu_LD_HL  _a47",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.533536585365854,32.6219512195122,5
"1985_Piu-Yan, Liu_LD_HL  _a48",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.609756097560976,32.6219512195122,5
"1985_Piu-Yan, Liu_LD_HL  _a49",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.929878048780488,32.6219512195122,5
"1985_Piu-Yan, Liu_LD_HL  _a50",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.060975609756098,67.6829268292683,4
"1985_Piu-Yan, Liu_LD_HL  _a51",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.219512195121951,67.6829268292683,4
"1985_Piu-Yan, Liu_LD_HL  _a52",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.341463414634146,66.7682926829268,4
"1985_Piu-Yan, Liu_LD_HL  _a53",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.472560975609756,66.7682926829268,4
"1985_Piu-Yan, Liu_LD_HL  _a54",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.609756097560976,66.7682926829268,5
"1985_Piu-Yan, Liu_LD_HL  _a55",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.777439024390244,66.7682926829268,5
"1985_Piu-Yan, Liu_LD_HL  _a56",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.929878048780488,66.7682926829268,5
"1985_Piu-Yan, Liu_LD_HL  _a57",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.060975609756098,97.2560975609756,4
"1985_Piu-Yan, Liu_LD_HL  _a58",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.121951219512195,99.390243902439,4
"1985_Piu-Yan, Liu_LD_HL  _a59",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.219512195121951,97.2560975609756,4
"1985_Piu-Yan, Liu_LD_HL  _a60",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.341463414634146,97.2560975609756,4
"1985_Piu-Yan, Liu_LD_HL  _a61",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.609756097560976,97.8658536585366,4
"1985_Piu-Yan, Liu_LD_HL  _a62",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.777439024390244,97.5609756097561,5
"1985_Piu-Yan, Liu_LD_HL  _a63",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.929878048780488,96.9512195121951,5
"1985_Piu-Yan, Liu_LD_HL  _a64",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.060975609756098,126.829268292683,4
"1985_Piu-Yan, Liu_LD_HL  _a65",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.219512195121951,126.829268292683,4
"1985_Piu-Yan, Liu_LD_HL  _a66",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.341463414634146,125.304878048781,4
"1985_Piu-Yan, Liu_LD_HL  _a67",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.472560975609756,125.304878048781,4
"1985_Piu-Yan, Liu_LD_HL  _a68",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.609756097560976,125.304878048781,4
"1985_Piu-Yan, Liu_LD_HL  _a69",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.777439024390244,125.304878048781,5
"1985_Piu-Yan, Liu_LD_HL  _a70",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.929878048780488,125.914634146341,5
"1985_Piu-Yan, Liu_LD_HL  _a71",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,1.20426829268293,123.475609756098,5
"1985_Piu-Yan, Liu_LD_HL  _a72",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,0.914634146341463,132.317073170732,5
"1985_Piu-Yan, Liu_LD_HL  _a73",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,1.20426829268293,132.317073170732,5
"1985_Piu-Yan, Liu_LD_HL  _a74",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.625,109.146341463415,4
"1985_Piu-Yan, Liu_LD_HL  _a75",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.914634146341463,200.609756097561,4
"1985_Piu-Yan, Liu_LD_HL  _a76",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,1.20426829268293,200.609756097561,5
"1985_Piu-Yan, Liu_LD_HL  _a77",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,600,1.49390243902439,200.609756097561,5
"1985_Piu-Yan, Liu_LD_HL  _a78",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.015243902439024,39.9390243902439,4
"1985_Piu-Yan, Liu_LD_HL  _a79",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0254,0,0,,0.004268292682927,67.6829268292683,4
"1985_Piu-Yan, Liu_LD_HL  _b1",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.268292682926829,1.19512195121951,5
"1985_Piu-Yan, Liu_LD_HL  _b2",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.307926829268293,1.19512195121951,5
"1985_Piu-Yan, Liu_LD_HL  _b3",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.466463414634146,1.19512195121951,5
"1985_Piu-Yan, Liu_LD_HL  _b4",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.615853658536585,1.19512195121951,5
"1985_Piu-Yan, Liu_LD_HL  _b5",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.143292682926829,2.17682926829268,5
"1985_Piu-Yan, Liu_LD_HL  _b6",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.121951219512195,2.17682926829268,5
"1985_Piu-Yan, Liu_LD_HL  _b7",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.143292682926829,2.17682926829268,5
"1985_Piu-Yan, Liu_LD_HL  _b8",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.216463414634146,2.17682926829268,5
"1985_Piu-Yan, Liu_LD_HL  _b9",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.457317073170732,2.17682926829268,5
"1985_Piu-Yan, Liu_LD_HL  _b10",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.615853658536585,2.17682926829268,5
"1985_Piu-Yan, Liu_LD_HL  _b11",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,1.01219512195122,2.17682926829268,5
"1985_Piu-Yan, Liu_LD_HL  _b12",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.140243902439024,4.63414634146341,5
"1985_Piu-Yan, Liu_LD_HL  _b13",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.216463414634146,4.63414634146341,5
"1985_Piu-Yan, Liu_LD_HL  _b14",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.304878048780488,4.66463414634146,5
"1985_Piu-Yan, Liu_LD_HL  _b15",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.457317073170732,4.69512195121951,5
"1985_Piu-Yan, Liu_LD_HL  _b16",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.615853658536585,4.66463414634146,5
"1985_Piu-Yan, Liu_LD_HL  _b17",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,1.01219512195122,4.66463414634146,5
"1985_Piu-Yan, Liu_LD_HL  _b18",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.167682926829268,7.07317073170732,3
"1985_Piu-Yan, Liu_LD_HL  _b19",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.201219512195122,7.07317073170732,5
"1985_Piu-Yan, Liu_LD_HL  _b20",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.216463414634146,7.04268292682927,5
"1985_Piu-Yan, Liu_LD_HL  _b21",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.304878048780488,7.13414634146341,5
"1985_Piu-Yan, Liu_LD_HL  _b22",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.457317073170732,7.13414634146341,5
"1985_Piu-Yan, Liu_LD_HL  _b23",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.615853658536585,6.95121951219512,5
"1985_Piu-Yan, Liu_LD_HL  _b24",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,1.01219512195122,7.04268292682927,5
"1985_Piu-Yan, Liu_LD_HL  _b25",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.216463414634146,9.02439024390244,5
"1985_Piu-Yan, Liu_LD_HL  _b26",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.26219512195122,9.14634146341463,5
"1985_Piu-Yan, Liu_LD_HL  _b27",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.317073170731707,9.14634146341463,5
"1985_Piu-Yan, Liu_LD_HL  _b28",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.457317073170732,9.63414634146342,5
"1985_Piu-Yan, Liu_LD_HL  _b29",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.615853658536585,9.14634146341463,5
"1985_Piu-Yan, Liu_LD_HL  _b30",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,1.01219512195122,9.14634146341463,5
"1985_Piu-Yan, Liu_LD_HL  _b31",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.259146341463415,14.9390243902439,5
"1985_Piu-Yan, Liu_LD_HL  _b32",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.234756097560976,15.2743902439024,5
"1985_Piu-Yan, Liu_LD_HL  _b33",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.317073170731707,15.2743902439024,5
"1985_Piu-Yan, Liu_LD_HL  _b34",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.457317073170732,15.2439024390244,5
"1985_Piu-Yan, Liu_LD_HL  _b35",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.615853658536585,15.2134146341463,5
"1985_Piu-Yan, Liu_LD_HL  _b37",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.216463414634146,23.2926829268293,5
"1985_Piu-Yan, Liu_LD_HL  _b38",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.219512195121951,22.8658536585366,5
"1985_Piu-Yan, Liu_LD_HL  _b39",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.317073170731707,22.8658536585366,5
"1985_Piu-Yan, Liu_LD_HL  _b41",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.615853658536585,23.1707317073171,5
"1985_Piu-Yan, Liu_LD_HL  _b42",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,1.01219512195122,24.0548780487805,5
"1985_Piu-Yan, Liu_LD_HL  _b43",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.216463414634146,33.2317073170732,5
"1985_Piu-Yan, Liu_LD_HL  _b44",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.304878048780488,33.5365853658537,5
"1985_Piu-Yan, Liu_LD_HL  _b45",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.384146341463415,30.3963414634146,5
"1985_Piu-Yan, Liu_LD_HL  _b46",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.457317073170732,31.4024390243902,5
"1985_Piu-Yan, Liu_LD_HL  _b47",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.615853658536585,30.3963414634146,5
"1985_Piu-Yan, Liu_LD_HL  _b48",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,1.01219512195122,30.3963414634146,5
"1985_Piu-Yan, Liu_LD_HL  _b49",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.216463414634146,45.1219512195122,4
"1985_Piu-Yan, Liu_LD_HL  _b50",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.320121951219512,49.0853658536585,5
"1985_Piu-Yan, Liu_LD_HL  _b51",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.463414634146341,49.0853658536585,5
"1985_Piu-Yan, Liu_LD_HL  _b52",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.615853658536585,48.7804878048781,5
"1985_Piu-Yan, Liu_LD_HL  _b53",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,1.01219512195122,49.390243902439,5
"1985_Piu-Yan, Liu_LD_HL  _b54",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.304878048780488,73.4756097560976,4
"1985_Piu-Yan, Liu_LD_HL  _b55",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.310975609756098,74.0853658536585,4
"1985_Piu-Yan, Liu_LD_HL  _b56",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.432926829268293,73.1707317073171,5
"1985_Piu-Yan, Liu_LD_HL  _b57",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,0.615853658536585,73.1707317073171,5
"1985_Piu-Yan, Liu_LD_HL  _b58",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,260,1.01219512195122,73.1707317073171,5
"1985_Piu-Yan, Liu_LD_HL  _b59",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.219512195121951,72.5609756097561,4
"1985_Piu-Yan, Liu_LD_HL  _b60",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.152439024390244,25.9146341463415,5
"1985_Piu-Yan, Liu_LD_HL  _b61",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.152439024390244,37.8048780487805,4
"1985_Piu-Yan, Liu_LD_HL  _b62",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.079268292682927,38.109756097561,4
"1985_Piu-Yan, Liu_LD_HL  _b63",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.025304878048781,45.1219512195122,4
"1985_Piu-Yan, Liu_LD_HL  _b64",100,20,Water,Air,1000,1.12,0.001,6.957E-05,0.07,0.0954,0,0,,0.007317073170732,52.7439024390244,4
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a1,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.000240751,0.794713,2
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a2,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00422052,2.14663,2
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a3,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00539229,2.03935,2
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a4,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00609489,1.99518,2
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a5,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00717522,1.95236,2
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a6,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00223687,0.694616,5
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a7,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00337163,0.635645,5
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a8,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00478504,0.555885,5
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a9,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00530864,0.511955,5
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a10,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00640285,0.434173,5
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a11,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00757029,0.362661,5
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a12,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00792185,0.291657,5
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a13,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.0088012,0.25671,5
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a14,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00918472,0.238132,5
1997_N. Van-Dresar & J. Siegwarth_LD_HL  _a15,-80.6,-256,H-liq,H-gas,77.0416024653313,0.1254,1.16508037712477E-05,5.066E-07,0.07,0.00874,0,1.5,,0.00940036,0.209564,5
